"","Price","Fuel","Engine","Horsepower","Power_Nm","Acceleration","Consumption","CO2","Autonomy_klm","Taxation","Air_condition","Clima","Back_electric_windows","Heated_mirrors"
"1164",9700," Gasoline",999,60,95,14.4,4.5,105,778,103,"YES","NO","NO","NO"
"1165",10100," Gasoline",999,60,95,14.4,4.1,95,854,86,"YES","NO","NO","NO"
"1166",10100," Gasoline",999,60,95,14.4,4.5,105,778,103,"YES","NO","NO","NO"
"1167",10500," Gasoline",999,60,95,14.4,4.1,95,854,86,"YES","NO","NO","NO"
"1168",31500," Gasoline",1498,150,250,9.7,5.9,134,983,161,"NO","YES","YES","YES"
"1169",35000," Gasoline",1498,150,250,9.7,5.9,134,983,161,"NO","YES","YES","YES"
"1170",31750," Diesel",1598,150,340,9.8,4.9,127,1184,152,"NO","YES","YES","YES"
"1171",35000," Diesel",1598,150,340,9.8,4.9,127,1184,152,"NO","YES","YES","YES"
"1172",37500," Diesel",1968,150,340,9.8,5.3,140,1132,168,"NO","YES","YES","YES"
"1173",41900," Diesel",1968,150,340,9.8,5.3,140,1132,168,"NO","YES","YES","YES"
"1174",43500," Diesel",1968,190,400,8,5.6,147,1071,272,"NO","YES","YES","YES"
"1175",42500," Gasoline",1984,190,320,8,7.3,166,822,407,"NO","YES","YES","YES"
"1177",10980," Gasoline",999,75,95,14.7,4.8,108,938,106,"YES","NO","NO","YES"
"1178",11980," Gasoline",999,75,95,14.7,4.8,108,938,106,"YES","NO","YES","YES"
"1179",11980," Gasoline",999,95,160,10.6,4.4,101,1023,99,"YES","NO","NO","YES"
"1180",12480," Gasoline",999,110,200,9.5,4.4,103,1023,101,"YES","NO","NO","YES"
"1181",12980," Gasoline",999,95,160,10.6,4.4,101,1023,99,"YES","NO","YES","YES"
"1182",14880," Gasoline",999,110,200,9.5,4.4,103,1023,101,"YES","NO","YES","YES"
"1183",14900," Gasoline",999,110,200,9.5,4.4,103,1023,101,"YES","NO","YES","YES"
"1184",14880," Diesel",1422,90,230,11.1,3.4,88,1324,0,"YES","NO","NO","YES"
"1185",15900," Gasoline",999,95,175,11.1,5.1,114,980,112,"YES","NO","YES","YES"
"1186",17470," Gasoline",999,95,175,11.1,5.1,114,980,112,"NO","YES","YES","YES"
"1187",18600," Gasoline",999,116,200,9.9,5.3,120,943,118,"NO","YES","YES","YES"
"1188",18900," Gasoline",999,116,200,10,5.5,125,909,150,"YES","NO","YES","YES"
"1189",18900," Gasoline",999,95,175,11.1,5.1,114,980,112,"NO","YES","YES","YES"
"1190",19900," Gasoline",999,116,200,9.9,5.3,120,943,118,"NO","YES","YES","YES"
"1191",20200," Gasoline",999,116,200,10,5.5,125,909,150,"NO","YES","YES","YES"
"1192",21300," Gasoline",999,116,200,10,5.5,125,909,150,"NO","YES","YES","YES"
"1193",21600," Gasoline",1498,150,250,8.4,6.2,116,806,114,"NO","YES","YES","YES"
"1194",21970," Gasoline",1498,150,250,8.4,6.2,116,806,114,"NO","YES","YES","YES"
"1195",21970," Diesel",1598,116,250,10.4,5,112,1000,110,"NO","YES","YES","YES"
"1196",24700," Diesel",1598,116,250,10.4,5,112,1000,110,"NO","YES","YES","YES"
"1197",19480," Gasoline",999,116,200,10.6,5.2,117,962,115,"YES","NO","YES","YES"
"1198",20481," Gasoline",999,116,200,10.6,5.2,117,962,115,"YES","NO","YES","YES"
"1199",22080," Gasoline",1498,150,250,8.4,5.4,122,926,146,"YES","NO","YES","YES"
"1200",26980," Gasoline",1498,150,250,8.4,5.4,122,926,146,"NO","YES","YES","YES"
"1201",21280," Diesel",1598,116,250,10.7,4.5,118,1111,116,"YES","NO","YES","YES"
"1202",21969," Diesel",1598,116,250,10.7,4.5,118,1111,116,"YES","NO","YES","YES"
"1203",26879," Diesel",1598,116,250,10.7,4.5,118,1111,116,"NO","YES","YES","YES"
"1204",32980," Diesel",1968,150,340,8.7,5,131,1000,157,"NO","YES","YES","YES"
"1205",25980," Gasoline",1498,150,250,9.8,6.8,155,882,287,"NO","YES","YES","YES"
"1206",31580," Gasoline",1498,150,250,9.8,6.8,155,882,287,"NO","YES","YES","YES"
"1207",41980," Diesel",1968,190,400,8.9,5.7,150,1018,278,"NO","YES","YES","YES"
"1209",21800," Gasoline",1498,150,250,8.2,5.6,127,804,152,"NO","YES","YES","YES"
"1210",23800," Gasoline",1498,150,250,8.2,5.6,127,804,152,"NO","YES","YES","YES"
"1211",21800," Diesel",1968,116,300,10.3,4.3,113,1047,111,"YES","NO","YES","YES"
"1212",26950," Diesel",1968,150,360,8.7,4.5,119,1000,117,"NO","YES","YES","YES"
"1213",29500," Diesel",1968,150,360,8.7,4.5,119,1000,117,"NO","YES","YES","YES"
"1214",16980," Diesel",1598,116,250,10,4.1,107,1341,105,"YES","NO","YES","YES"
"1215",17470," Diesel",1598,116,250,10,4.1,107,1341,105,"NO","YES","YES","YES"
"1216",14580," Gasoline",999,95,160,11,4.5,103,1222,101,"YES","NO","YES","YES"
"1217",15580," Gasoline",999,95,160,11,4.5,103,1222,101,"NO","YES","YES","YES"
"1221",17380," Gasoline",999,116,200,9.8,5,113,1000,111,"YES","NO","YES","YES"
"1223",18780," Gasoline",999,116,200,9.8,5,113,1000,111,"NO","YES","YES","YES"
"1226",20480," Gasoline",1498,150,250,8.2,5,113,1000,111,"YES","NO","YES","YES"
"1227",21480," Gasoline",1498,150,250,8.2,5,113,1000,111,"NO","YES","YES","YES"
"1228",21480," Diesel",1598,116,250,10.3,4.1,108,1220,106,"YES","NO","YES","YES"
"1229",21970," Diesel",1598,116,250,10.3,4.1,108,1220,106,"NO","YES","YES","YES"
"1230",21870," Gasoline",1395,150,250,8.6,4.8,112,1375,110,"NO","YES","YES","YES"
"1231",27380," Gasoline",1395,150,250,8.6,4.8,112,1375,110,"NO","YES","YES","YES"
"1234",26480," Diesel",1598,120,250,10.9,4,103,1650,101,"NO","YES","YES","YES"
"1235",27380," Diesel",1598,120,250,10.9,4,103,1650,101,"NO","YES","YES","YES"
"1236",29980," Diesel",1968,150,340,8.8,4,105,1650,103,"NO","YES","YES","YES"
"1237",31880," Diesel",1968,150,340,8.8,4,105,1650,103,"NO","YES","YES","YES"
"1238",38790," Gasoline",1998,200,205,7.6,6.9,159,725,294,"NO","YES","NO","YES"
"1239",39950," Mild-Hybird",1995,150,194,11.8,6.7,154,716,285,"NO","YES","YES","YES"
"1240",43950," Mild-Hybird",1995,150,194,11.8,6.7,154,716,285,"NO","YES","YES","YES"
"1241",48950," Mild-Hybird",1995,150,194,11.8,6.7,154,716,285,"NO","YES","YES","YES"
"1242",25950," Gasoline",1600,114,150,12.4,6.2,140,1016,168,"NO","YES","YES","YES"
"1243",28185," Gasoline",1600,114,150,12.4,6.2,140,1016,168,"NO","YES","YES","YES"
"1244",28635," Gasoline",1600,114,150,12.4,6.2,140,1016,168,"NO","YES","YES","YES"
"1245",59350," Gasoline",1998,150,350,9.7,6.3,166,1032,407,"NO","YES","YES","YES"
"1246",28185," Mild-Hybird",1600,114,150,13.9,6.9,157,913,290,"NO","YES","YES","YES"
"1247",31950," Mild-Hybird",1600,114,150,13.9,6.9,157,913,290,"NO","YES","YES","YES"
"1248",37500," Mild-Hybird",1600,114,150,13.9,6.9,157,913,290,"NO","YES","YES","YES"
"1249",37740," Mild-Hybird",1600,114,150,13.9,6.9,157,913,290,"NO","YES","YES","YES"
"1250",37500," Mild-Hybird",1995,150,194,10.7,6.5,149,738,276,"NO","YES","YES","YES"
"1251",39500," Mild-Hybird",1995,150,194,10.7,6.5,149,738,276,"NO","YES","YES","YES"
"1252",40950," Mild-Hybird",1995,150,194,10.7,6.5,149,738,276,"NO","YES","YES","YES"
"1253",13030," Mild-Hybird",1242,90,120,11.8,4.3,98,744,88,"YES","NO","NO","YES"
"1254",14450," Mild-Hybird",1242,90,120,11.8,4.3,98,744,88,"YES","NO","NO","YES"
"1255",14780," Mild-Hybird",1242,90,120,11.5,4.6,105,696,103,"YES","NO","NO","YES"
"1256",15900," Mild-Hybird",1242,90,120,11.5,4.6,105,696,103,"YES","NO","NO","YES"
"1257",15920," Mild-Hybird",1242,90,120,11.8,4.3,98,744,88,"NO","YES","YES","YES"
"1258",17580," Mild-Hybird",1242,90,120,11.5,4.6,105,696,103,"NO","YES","YES","YES"
"1259",13350," Mild-Hybird",1197,83,107,13.1,3.9,88,949,0,"YES","NO","YES","YES"
"1260",14740," Mild-Hybird",1197,83,107,13.1,3.9,88,949,0,"YES","NO","NO","YES"
"1261",16000," Mild-Hybird",1197,83,107,13.8,4.2,95,881,86,"YES","YES","NO","YES"
"1262",16210," Mild-Hybird",1197,83,107,13.1,3.9,88,949,0,"NO","YES","YES","YES"
"1263",17220," Mild-Hybird",1197,83,107,13.8,4.2,95,881,86,"NO","YES","YES","YES"
"1264",21130," Mild-Hybird",1373,140,230,8.1,5.6,125,661,150,"NO","YES","YES","YES"
"1265",18810," Mild-Hybird",1373,129,235,9.5,5.2,104,904,102,"NO","YES","YES","YES"
"1266",20310," Mild-Hybird",1373,129,235,9.5,5.2,104,904,102,"NO","YES","YES","YES"
"1267",22140," Mild-Hybird",1373,129,235,9.5,5.2,104,904,102,"NO","YES","YES","YES"
"1268",22600," Mild-Hybird",1373,129,235,10.2,5.7,110,825,108,"NO","YES","YES","YES"
"1269",25920," Mild-Hybird",1373,129,235,10.2,5.7,110,825,108,"NO","YES","YES","YES"
"1270",27920," Mild-Hybird",1373,129,235,10.2,5.7,110,825,108,"NO","YES","YES","YES"
"1277",18755," Gasoline",1598,132,160,10.4,6.1,142,984,263,"YES","NO","NO","YES"
"1278",21575," Gasoline",1598,132,160,10.4,6.1,142,984,263,"NO","YES","YES","YES"
"1279",23995," Diesel",1598,112,270,11.4,4.2,108,1429,106,"YES","NO","NO","YES"
"1280",26370," Diesel",1598,112,270,11.4,4.2,108,1429,106,"NO","YES","YES","YES"
"1281",9720," Gasoline",998,69,95,14.2,4.1,95,854,86,"YES","NO","NO","NO"
"1282",10060," Gasoline",998,69,95,14.2,4.1,95,854,86,"YES","NO","NO","NO"
"1283",10080," Gasoline",998,69,95,14.2,4.1,95,854,86,"YES","NO","NO","NO"
"1284",10415," Gasoline",998,69,95,14.2,4.1,95,854,86,"YES","NO","NO","NO"
"1285",10620," Gasoline",998,69,95,14.2,4.1,95,854,86,"YES","NO","NO","NO"
"1286",10960," Gasoline",998,69,95,14.2,4.1,95,854,86,"NO","NO","NO","NO"
"1287",11250," Gasoline",998,69,95,14.2,4.1,95,854,86,"YES","NO","NO","NO"
"1288",21270," Gasoline",1197,116,185,10.9,6.1,138,820,166,"NO","YES","YES","YES"
"1289",22450," Gasoline",1197,116,185,10.9,6.1,138,820,166,"NO","YES","YES","YES"
"1290",24070,"Hybrid",1798,122,163,11,3.8,86,1132,0,"NO","YES","YES","YES"
"1291",25600,"Hybrid",1798,122,163,11,3.8,86,1132,0,"NO","YES","YES","YES"
"1292",29050,"Hybrid",1798,122,163,11,3.8,86,1132,0,"NO","YES","YES","YES"
"1293",29050,"Hybrid",1987,184,202,8.2,4,92,1075,83,"NO","YES","YES","YES"
"1294",31050,"Hybrid",1987,184,202,8.2,4,92,1075,83,"NO","YES","YES","YES"
"1295",31050,"Hybrid",1987,184,202,8.2,4,92,1075,83,"NO","YES","YES","YES"
"1296",17600," Gasoline",1197,114,185,9.3,5.2,119,962,117,"NO","YES","YES","YES"
"1297",19170," Gasoline",1197,114,185,9.3,5.2,119,962,117,"NO","YES","YES","YES"
"1298",20570," Gasoline",1197,114,185,9.3,5.2,119,962,117,"NO","YES","YES","YES"
"1299",21670," Gasoline",1197,114,185,9.3,5.2,119,962,117,"NO","YES","YES","YES"
"1300",22435," Gasoline",1197,114,185,9.3,5.2,119,962,117,"NO","YES","YES","YES"
"1301",20970,"Hybrid",1798,122,142,10.9,3.3,76,1303,0,"NO","YES","YES","YES"
"1302",21345,"Hybrid",1798,122,142,10.9,3.3,76,1303,0,"NO","YES","YES","YES"
"1303",22870,"Hybrid",1798,122,142,10.9,3.3,76,1303,0,"NO","YES","YES","YES"
"1304",24570,"Hybrid",1798,122,142,10.9,3.3,76,1303,0,"NO","YES","YES","YES"
"1305",25645,"Hybrid",1798,122,142,10.9,3.3,76,1303,0,"NO","YES","YES","YES"
"1306",25660,"Hybrid",1987,180,190,7.9,3.7,85,1162,0,"NO","YES","YES","YES"
"1307",27670,"Hybrid",1987,180,190,7.9,3.7,85,1162,0,"NO","YES","YES","YES"
"1308",30545,"Hybrid",1987,180,190,7.9,3.7,85,1162,0,"NO","YES","YES","YES"
"1309",36700," Gasoline",1998,200,205,7.6,7.8,181,641,503,"NO","YES","NO","YES"
"1310",44320," Gasoline",1998,200,205,7.6,7.8,181,641,503,"NO","YES","NO","YES"
"1311",46170," Gasoline",1998,200,205,8.2,7.1,164,704,402,"NO","YES","NO","YES"
"1312",29195,"Hybrid",1798,99,142,10.4,3.9,89,1154,0,"NO","YES","YES","YES"
"1313",31085,"Hybrid",1798,99,142,10.4,3.9,89,1154,0,"NO","YES","YES","YES"
"1314",34395,"Hybrid",1798,99,142,10.4,3.9,89,1154,0,"NO","YES","YES","YES"
"1315",25300," Gasoline",1987,151,195,9.9,7.2,167,833,409,"YES","NO","YES","YES"
"1316",29760," Gasoline",1987,151,195,9.9,7.2,167,833,409,"NO","YES","YES","YES"
"1317",36490," Gasoline",1987,151,195,9.9,7.2,167,833,409,"NO","YES","YES","YES"
"1318",26690," Diesel",1998,124,310,9.7,4.9,127,1224,152,"YES","NO","YES","YES"
"1319",30945," Diesel",1998,124,310,9.7,4.9,127,1224,152,"NO","YES","YES","YES"
"1320",37720,"Hybrid",2494,197,206,8.3,4.9,115,1224,113,"NO","YES","YES","YES"
"1321",39005,"Hybrid",2494,197,206,8.3,4.9,115,1224,113,"NO","YES","YES","YES"
"1322",39995,"Hybrid",2494,197,206,8.3,5,117,1200,115,"NO","YES","YES","YES"
"1323",42180,"Hybrid",2494,197,206,8.3,5,117,1200,115,"NO","YES","YES","YES"
"1324",43290,"Hybrid",2494,197,206,8.3,4.9,115,1224,113,"NO","YES","YES","YES"
"1325",45545,"Hybrid",2494,197,206,8.3,5,117,1200,115,"NO","YES","YES","YES"
"1326",13770," Gasoline",998,72,93,14.6,4.5,101,933,99,"YES","NO","NO","NO"
"1327",14870," Gasoline",998,72,93,14.6,4.5,101,933,99,"YES","NO","YES","NO"
"1328",15550," Gasoline",1490,121,153,9,5,113,840,111,"YES","NO","NO","NO"
"1329",16220," Gasoline",1490,121,153,9,5,113,840,111,"YES","NO","YES","NO"
"1330",16830," Gasoline",1490,121,153,9,5.1,117,824,115,"YES","NO","NO","NO"
"1331",17160," Gasoline",1490,121,153,9,5,113,840,111,"NO","YES","YES","YES"
"1332",17330,"Hybrid",1490,116,120,9.7,3,68,1200,0,"YES","NO","NO","NO"
"1333",17470," Gasoline",1490,121,153,9,5.1,117,824,115,"YES","NO","YES","NO"
"1334",18660," Gasoline",1490,121,153,9,5,113,840,111,"NO","YES","YES","YES"
"1335",18920,"Hybrid",1490,116,120,9.7,3,68,1200,0,"YES","NO","YES","NO"
"1337",20160,"Hybrid",1490,116,120,9.7,3,68,1200,0,"NO","YES","YES","YES"
"1338",20790,"Hybrid",1490,116,120,9.7,3,68,1200,0,"NO","YES","YES","YES"
"1351",21950," Gasoline",1395,125,200,9.7,5.3,123,1113,148,"NO","YES","YES","YES"
"1352",25450," Gasoline",1395,125,200,9.7,5.3,123,1113,148,"NO","YES","YES","YES"
"1353",27340," Gasoline",1395,125,200,9.7,5,116,1180,114,"NO","YES","YES","YES"
"1354",27340," Gasoline",1395,150,250,8.4,4.9,115,1347,113,"NO","YES","YES","YES"
"1355",32030," Gasoline",1395,150,250,8.4,5,117,1320,115,"NO","YES","YES","YES"
"1356",54220," Hybrid-Plug-in",1395,218,400,7.4,1.4,32,3571,0,"NO","YES","YES","YES"
"1357",26180," Diesel",1600,120,250,10.8,4,105,1475,103,"NO","YES","YES","YES"
"1358",27250," Diesel",1600,120,250,10.8,4,105,1475,103,"NO","YES","YES","YES"
"1359",27740," Diesel",1600,120,250,10.8,4,103,1475,101,"NO","YES","YES","YES"
"1360",29650," Diesel",1600,120,250,10.8,4,105,1475,103,"NO","YES","YES","YES"
"1361",30950," Diesel",1600,120,250,10.8,4,103,1475,101,"NO","YES","YES","YES"
"1362",30000," Diesel",2000,150,340,8.7,4,106,1650,104,"NO","YES","YES","YES"
"1363",25390," Gasoline",1395,125,200,9.9,5.3,124,1113,149,"NO","YES","YES","YES"
"1364",26900," Gasoline",1395,125,200,9.9,5.3,124,1113,149,"NO","YES","YES","YES"
"1365",31400," Gasoline",1395,150,250,8.6,5.1,119,1294,117,"NO","YES","YES","YES"
"1366",26900," Diesel",1600,120,250,11,4.1,107,1439,105,"NO","YES","YES","YES"
"1367",30450," Diesel",1600,120,250,11,4.1,107,1439,105,"NO","YES","YES","YES"
"1368",32000," Diesel",1600,120,250,11,4.1,107,1439,105,"NO","YES","YES","YES"
"1369",13900," Gasoline",999,75,95,14.9,4.7,108,851,106,"YES","NO","YES","YES"
"1370",14050," Gasoline",999,95,175,10.8,4.4,101,909,99,"YES","NO","YES","YES"
"1371",14700," Gasoline",999,95,175,10.8,4.4,101,909,99,"YES","NO","YES","YES"
"1373",16250," Gasoline",999,95,175,10.8,4.6,103,870,101,"YES","NO","YES","YES"
"1374",16300," Gasoline",999,115,200,9.5,4.7,107,851,105,"NO","YES","YES","YES"
"1375",17450," Gasoline",999,115,200,9.5,4.8,109,833,107,"NO","YES","YES","YES"
"1382",17400," Gasoline",999,95,175,11.5,5.1,112,784,110,"YES","NO","YES","YES"
"1383",18850," Gasoline",999,115,200,10.2,5,112,800,110,"YES","NO","YES","YES"
"1384",20250," Gasoline",999,115,200,10.2,5,112,800,110,"NO","YES","YES","YES"
"1385",20350," Gasoline",999,115,200,10.2,5,111,800,109,"YES","NO","YES","YES"
"1386",21800," Gasoline",999,115,200,10.2,5,111,800,109,"NO","YES","YES","YES"
"1387",20250," Diesel",1598,95,250,11.9,4.2,110,952,108,"YES","NO","YES","YES"
"1388",21700," Diesel",1598,95,250,12.5,4.2,110,952,108,"YES","NO","YES","YES"
"1389",21750," Diesel",1598,95,250,11.9,4.2,110,952,108,"NO","YES","YES","YES"
"1390",24650," Diesel",1598,95,250,12.5,4.2,110,952,108,"NO","YES","YES","YES"
"1391",24950," Gasoline",1395,125,200,10.5,6,137,967,164,"NO","YES","YES","YES"
"1392",25750," Gasoline",1395,130,220,10.2,5.6,128,1036,154,"NO","YES","YES","YES"
"1393",27680," Gasoline",1395,130,220,10.2,5.6,128,1036,154,"NO","YES","YES","YES"
"1394",31100," Gasoline",1395,150,250,9.2,6.8,153,853,283,"NO","YES","YES","YES"
"1395",27680," Gasoline",1498,150,250,9.3,6.3,143,921,265,"NO","YES","YES","YES"
"1396",31450," Gasoline",1498,150,250,9.2,6,136,967,163,"NO","YES","YES","YES"
"1397",31650," Gasoline",1498,150,250,9.3,6.3,143,921,265,"NO","YES","YES","YES"
"1398",33700," Gasoline",1498,150,250,9.2,6,136,967,163,"NO","YES","YES","YES"
"1399",35600," Gasoline",1498,150,250,9.2,6,136,967,163,"NO","YES","YES","YES"
"1401",34800," Diesel",1968,150,340,9.3,4.7,123,1234,148,"NO","YES","YES","YES"
"1407",21800," Gasoline",1197,110,175,11.3,5.4,124,1074,149,"YES","NO","YES","YES"
"1408",25450," Gasoline",1197,110,175,11.3,5.4,124,1074,149,"NO","YES","YES","YES"
"1409",30600," Gasoline",1395,150,250,8.9,5.6,130,1036,156,"NO","YES","YES","YES"
"1410",32200," Gasoline",1395,150,250,8.9,5.4,124,1074,149,"NO","YES","YES","YES"
"1411",26350," Diesel",1568,110,250,11.9,4.4,115,1318,113,"YES","NO","YES","YES"
"1412",27380," Diesel",1568,110,250,11.9,4.4,115,1318,113,"NO","YES","YES","YES"
"1413",19950," Gasoline",999,115,200,10.1,5.1,117,980,115,"NO","YES","YES","YES"
"1414",21400," Gasoline",999,115,200,10.1,5.1,117,980,115,"NO","YES","YES","YES"
"1415",24950," Gasoline",1498,150,250,8.4,5.3,121,943,145,"NO","YES","YES","YES"
"1416",25800," Gasoline",1498,150,250,8.4,5.4,123,926,148,"NO","YES","YES","YES"
"1417",26750," Gasoline",1498,150,250,8.4,5.3,121,943,145,"NO","YES","YES","YES"
"1418",27250," Gasoline",1498,150,250,8.4,5.4,123,926,148,"NO","YES","YES","YES"
"1419",21900," Diesel",1598,116,250,10.9,4.3,113,1163,111,"YES","NO","YES","YES"
"1420",25650," Diesel",1598,116,250,10.9,4.3,113,1163,111,"NO","YES","YES","YES"
"1421",33850," Gasoline",1984,190,320,7.2,6.7,153,746,283,"NO","YES","YES","YES"
"1425",24300," Gasoline",1498,150,240,9.5,5.5,129,1236,155,"NO","YES","YES","YES"
"1426",27060," Gasoline",1498,150,240,9.5,5.5,129,1236,155,"NO","YES","YES","YES"
"1427",28200," Gasoline",1498,150,240,9.5,5.5,129,1236,155,"NO","YES","YES","YES"
"1428",30615," Gasoline",1498,150,240,9.5,5.5,129,1236,155,"NO","YES","YES","YES"
"1429",30600," Diesel",1969,190,400,7.4,3.7,99,1838,89,"NO","YES","YES","YES"
"1430",34130," Diesel",1969,190,400,7.4,3.7,99,1838,89,"NO","YES","YES","YES"
"1431",34175," Diesel",1969,190,400,7.4,3.7,99,1838,89,"NO","YES","YES","YES"
"1432",34800," Diesel",1969,190,400,7.4,3.7,99,1838,89,"NO","YES","YES","YES"
"1433",46990," Gasoline",1969,306,440,6.5,9.9,231,687,705,"NO","YES","YES","YES"
"1434",49000," Gasoline",1969,306,440,6.5,9.9,231,687,705,"NO","YES","YES","YES"
"1435",50000," Gasoline",1969,306,440,6.5,9.9,231,687,705,"NO","YES","YES","YES"
"1436",51955," Diesel",1969,190,400,8.2,4.4,116,1250,114,"NO","YES","YES","YES"
"1437",55895," Diesel",1969,190,400,8.2,4.4,116,1250,114,"NO","YES","YES","YES"
"1438",57310," Diesel",1969,235,480,7,4.8,127,1250,152,"NO","YES","YES","YES"
"1439",57925," Diesel",1969,190,400,8.2,4.4,116,1250,114,"NO","YES","YES","YES"
"1440",58955," Gasoline",1969,320,400,5.9,7.2,165,833,404,"NO","YES","YES","YES"
"1441",60415," Diesel",1969,235,480,7,4.8,127,1250,152,"NO","YES","YES","YES"
"1442",62180," Gasoline",1969,320,400,5.9,7.2,165,833,404,"NO","YES","YES","YES"
"1443",62400," Diesel",1969,235,480,7,4.8,127,1250,152,"NO","YES","YES","YES"
"1444",64250," Gasoline",1969,320,400,5.9,7.2,165,833,404,"NO","YES","YES","YES"
"1445",26820," Diesel",1560,115,270,11.3,4.5,119,1511,117,"NO","YES","YES","YES"
"1446",28620," Diesel",1560,115,270,11.3,4.5,119,1511,117,"NO","YES","YES","YES"
"1447",31420," Diesel",1560,115,270,11.3,4.5,119,1511,117,"NO","YES","YES","YES"
"1448",32070," Diesel",1560,115,270,11.3,4.5,119,1511,117,"NO","YES","YES","YES"
"1449",33970," Diesel",1560,115,270,11.3,4.5,119,1511,117,"NO","YES","YES","YES"
"1450",25770," Gasoline",1595,150,240,9.7,6.7,153,1015,283,"NO","YES","YES","YES"
"1451",27320," Gasoline",1595,180,240,8.5,6.7,153,1015,283,"NO","YES","YES","YES"
"1452",27570," Gasoline",1595,150,240,9.7,6.7,153,1015,283,"NO","YES","YES","YES"
"1453",29120," Gasoline",1595,180,240,8.5,6.7,153,1015,283,"NO","YES","YES","YES"
"1454",30370," Gasoline",1595,150,240,9.7,6.7,153,1015,283,"NO","YES","YES","YES"
"1455",31020," Gasoline",1595,150,240,9.7,6.7,153,1015,283,"NO","YES","YES","YES"
"1456",31920," Gasoline",1595,180,240,8.5,6.7,153,1015,283,"NO","YES","YES","YES"
"1457",32570," Gasoline",1595,180,240,8.5,6.7,153,1015,283,"NO","YES","YES","YES"
"1458",32920," Gasoline",1595,150,240,9.7,6.7,153,1015,283,"NO","YES","YES","YES"
"1459",34470," Gasoline",1595,180,240,8.5,6.7,153,1015,283,"NO","YES","YES","YES"
"1460",30350," Diesel",1984,163,400,9.4,4.5,119,1511,117,"NO","YES","YES","YES"
"1461",32150," Diesel",1984,163,400,9.4,4.5,119,1511,117,"NO","YES","YES","YES"
"1462",34950," Diesel",1984,163,400,9.4,4.5,119,1511,117,"NO","YES","YES","YES"
"1463",35600," Diesel",1984,163,400,9.4,4.5,119,1511,117,"NO","YES","YES","YES"
"1464",37500," Diesel",1984,163,400,9.4,4.5,119,1511,117,"NO","YES","YES","YES"
"1465",35930," Gasoline",1999,240,320,7.5,8.1,189,840,525,"NO","YES","YES","YES"
"1466",37730," Gasoline",1999,240,320,7.5,8.1,189,840,525,"NO","YES","YES","YES"
"1467",40530," Gasoline",1999,240,320,7.5,8.1,189,840,525,"NO","YES","YES","YES"
"1468",41180," Gasoline",1999,240,320,7.5,8.1,189,840,525,"NO","YES","YES","YES"
"1469",43080," Gasoline",1999,240,320,7.5,8.1,189,840,525,"NO","YES","YES","YES"
"1470",48850," Gasoline",2953,304,440,6.2,10.2,237,667,723,"NO","YES","YES","YES"
"1471",51650," Gasoline",2953,304,440,6.2,10.2,237,667,723,"NO","YES","YES","YES"
"1472",52300," Gasoline",2953,304,440,6.2,10.2,237,667,723,"NO","YES","YES","YES"
"1473",54200," Gasoline",2953,304,440,6.2,10.2,237,667,723,"NO","YES","YES","YES"
"1474",30713," Gasoline",1477,156,265,9.4,6.2,144,871,266,"NO","YES","YES","YES"
"1475",51504," Hybrid-Plug-in",1477,262,425,7.3,2,46,2400,0,"NO","YES","YES","YES"
"1476",53313," Hybrid-Plug-in",1477,262,425,7.3,2,46,2400,0,"NO","YES","YES","YES"
"1477",56515," Hybrid-Plug-in",1477,262,425,7.3,2,46,2400,0,"NO","YES","YES","YES"
"1478",56932," Hybrid-Plug-in",1477,262,425,7.3,2,46,2400,0,"NO","YES","YES","YES"
"1479",35194," Diesel",1969,150,320,9.9,4.8,127,1125,152,"NO","YES","YES","YES"
"1480",36825," Gasoline",1969,190,300,8.4,6.6,154,818,285,"NO","YES","YES","YES"
"1481",40762," Diesel",1969,150,320,10.4,5.4,141,1000,261,"NO","YES","YES","YES"
"1482",42725," Gasoline",1969,190,300,8.5,6.9,161,783,394,"NO","YES","YES","YES"
"1483",49511," Diesel",1969,190,400,7.9,5,131,1080,157,"NO","YES","YES","YES"
"1484",50342," Gasoline",1969,247,350,6.5,7.1,164,761,402,"NO","YES","YES","YES"
"1485",53491," Diesel",1969,190,400,7.9,5,131,1080,157,"NO","YES","YES","YES"
"1486",54482," Gasoline",1969,247,350,6.5,7.1,164,761,402,"NO","YES","YES","YES"
"1487",53490," Diesel",1969,190,400,7.9,5.2,136,1365,163,"NO","YES","YES","YES"
"1488",53490," Gasoline",1969,254,350,6.8,7.3,167,973,409,"NO","YES","YES","YES"
"1489",55975," Gasoline",1969,320,400,5.9,7.7,176,922,431,"NO","YES","YES","YES"
"1490",56030," Diesel",1969,235,480,7.2,5.5,144,1291,266,"NO","YES","YES","YES"
"1491",57155," Diesel",1969,190,400,7.9,5.2,136,1365,163,"NO","YES","YES","YES"
"1492",57300," Gasoline",1969,254,350,6.8,7.3,167,973,409,"NO","YES","YES","YES"
"1493",59225," Diesel",1969,190,400,7.9,5.2,136,1365,163,"NO","YES","YES","YES"
"1494",59450," Gasoline",1969,254,350,6.8,7.3,167,973,409,"NO","YES","YES","YES"
"1495",59765," Diesel",1969,235,480,7.2,5.5,144,1291,266,"NO","YES","YES","YES"
"1496",59780," Gasoline",1969,320,400,5.9,7.7,176,922,431,"NO","YES","YES","YES"
"1497",61875," Diesel",1969,235,480,7.2,5.5,144,1291,266,"NO","YES","YES","YES"
